,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
1745,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,434,21,C7,114-116 EAST 7TH STREET                  ,10009,28,2,30,4545,20225,1900,13835000,2017-01-10
1746,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,434,43,C1,429 EAST 6TH STREET                      ,10009,20,0,20,4163,9187,1920,5292000,2017-05-11
1747,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,436,48,C7,103 ST MARKS PLACE                       ,10009,21,2,23,3522,13405,1920,0,2017-06-07
1748,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,436,48,C7,103 ST MARKS PLACE                       ,10009,21,2,23,3522,13405,1920,0,2017-06-07
1749,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,437,8,C7,246 EAST 10TH STREET                     ,10009,7,1,8,1266,4478,1900,0,2017-02-08
1750,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,440,36,C7,199 AVENUE A                             ,10009,9,1,10,2575,5706,1900,0,2017-07-20
1751,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,440,38,C7,195 AVENUE A                             ,10009,40,5,45,5175,24576,1910,0,2017-07-20
1752,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,440,53,C7,413 EAST 12TH   STREET                   ,10009,16,1,17,2512,11040,1920,0,2017-07-20
1753,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,447,42,C1,333 EAST 5TH STREET                      ,10003,24,0,24,2425,7000,1900,6354000,2017-05-11
1754,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,447,43,C1,331 EAST 5TH STREET                      ,10003,24,0,24,2425,7000,1900,6354000,2017-05-11
1755,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,448,19,C1,70 EAST 7TH   STREET                     ,10003,24,0,24,2271,10092,1910,10,2016-12-16
1756,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,449,18,C7,58 ST MARKS PLACE                        ,10003,19,1,20,2437,10905,1900,12326000,2016-11-17
1757,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,452,47,C7,221 EAST 10TH   STREET                   ,10003,24,2,26,2369,10470,1900,10025000,2016-11-17
1758,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,454,32,C1,346 EAST 13TH   STREET                   ,10003,24,0,24,4336,16752,1920,0,2017-07-20
1759,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,454,65,C3,311 EAST 12 STREET                       ,10003,4,0,4,2065,4000,1900,0,2016-11-29
1760,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,461,23,C4,230 EAST 6TH   STREET                    ,10003,10,0,10,2425,8940,1920,0,2017-01-04
1761,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,461,30,C7,97 2 AVENUE                              ,10003,10,1,11,2599,10948,1900,0,2017-06-20
1762,1,EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,463,27,C7,341/2 SAINT MARKS PLACE                  ,10003,11,1,12,1840,7692,1900,8300000,2016-10-28
1763,1,EAST VILLAGE             ,08  RENTALS - ELEVATOR APARTMENTS           ,436,44,D3,107 ST MARKS PLACE                       ,10009,48,0,48,8904,25610,1920,30449204,2017-08-08
1764,1,EAST VILLAGE             ,08  RENTALS - ELEVATOR APARTMENTS           ,445,55,D6,59 EAST 3RD   STREET                     ,10013,79,3,82,6251,28314,1910,0,2017-07-13
1765,1,EAST VILLAGE             ,08  RENTALS - ELEVATOR APARTMENTS           ,451,17,D6,212 EAST 10TH   STREET                   ,10003,9,1,10,2307,12304,1900,0,2017-03-22
1819,1,EAST VILLAGE             ,11A CONDO-RENTALS                           ,466,1103,RR,55 3 AVENUE                              ,10003,55,0,55,0,51644,1986,57000000,2017-06-20
1861,1,EAST VILLAGE             ,14  RENTALS - 4-10 UNIT                     ,435,1,S9,118 1 AVENUE                             ,10009,4,2,6,1240,5080,1900,5825000,2017-03-09
1862,1,EAST VILLAGE             ,14  RENTALS - 4-10 UNIT                     ,447,7,S5,100 2 AVENUE                             ,10003,6,1,7,2425,6581,1900,0,2017-04-05
1863,1,EAST VILLAGE             ,14  RENTALS - 4-10 UNIT                     ,458,27,S9,45 2ND AVENUE                            ,10003,6,2,8,4400,9600,1900,0,2017-05-09
1864,1,EAST VILLAGE             ,14  RENTALS - 4-10 UNIT                     ,465,49,S4,155 SECOND AVENUE                        ,10003,4,1,5,1508,4457,1900,0,2016-12-22
1865,1,EAST VILLAGE             ,14  RENTALS - 4-10 UNIT                     ,467,21,S5,224 EAST 12TH   STREET                   ,10003,6,1,7,2485,8963,1910,0,2016-12-31
1897,1,EAST VILLAGE             ,22  STORE BUILDINGS                         ,457,32,K4,29 2 AVENUE                              ,10003,2,1,3,2277,5794,1900,4550000,2017-02-13
1898,1,EAST VILLAGE             ,29  COMMERCIAL GARAGES                      ,464,27,G9,234 EAST 9TH   STREET                    ,10003,0,2,2,1192,2384,1900,0,2017-04-13
1901,1,EAST VILLAGE             ,32  HOSPITAL AND HEALTH FACILITIES          ,448,50,I9,311 EAST 6TH   STREET                    ,10003,0,1,1,2044,5480,1920,0,2017-05-02
1902,1,EAST VILLAGE             ,32  HOSPITAL AND HEALTH FACILITIES          ,448,51,I9,309 EAST 6TH   STREET                    ,10003,0,1,1,2044,5480,1920,0,2017-05-02
1907,1,FASHION                  ,07  RENTALS - WALKUP APARTMENTS             ,762,17,C4,331 WEST 38TH STREET                     ,10018,16,2,18,2475,9690,1920,0,2016-12-23
1908,1,FASHION                  ,07  RENTALS - WALKUP APARTMENTS             ,778,28,C4,221 WEST 28TH   STREET                   ,10001,22,2,24,2460,11538,1920,11000000,2017-02-06
1909,1,FASHION                  ,08  RENTALS - ELEVATOR APARTMENTS           ,830,45,D7,264 5 AVENUE                             ,10001,14,6,20,2975,13875,1928,0,2016-12-19
1973,1,FASHION                  ,14  RENTALS - 4-10 UNIT                     ,754,38,S4,407 8 AVENUE                             ,10001,4,1,5,2469,4494,1901,0,2017-01-06
1974,1,FASHION                  ,14  RENTALS - 4-10 UNIT                     ,762,68,S3,352 WEST 39TH   STREET                   ,10018,3,1,4,1482,3755,1900,0,2016-12-23
1975,1,FASHION                  ,14  RENTALS - 4-10 UNIT                     ,830,78,S9,832 AVENUE OF THE AMER                   ,10001,4,3,7,1781,4988,1915,12750000,2017-02-06
1979,1,FASHION                  ,21  OFFICE BUILDINGS                        ,784,64,O6,240 WEST 35TH STREET                     ,10001,0,35,35,9875,145372,1924,108000000,2016-12-20
1980,1,FASHION                  ,21  OFFICE BUILDINGS                        ,784,77,O4,264 WEST 35TH STREET                     ,10001,0,42,42,4837,111274,1928,0,2016-12-15
1981,1,FASHION                  ,21  OFFICE BUILDINGS                        ,831,19,O5,1204 BROADWAY                            ,10001,0,13,13,5475,21316,1930,0,2016-11-10
1982,1,FASHION                  ,21  OFFICE BUILDINGS                        ,833,11,O4,1250 BROADWAY                            ,10001,0,55,55,30750,645977,1969,565000000,2016-11-01
1983,1,FASHION                  ,21  OFFICE BUILDINGS                        ,834,57,O6,18 WEST 33RD   STREET                    ,10001,0,35,35,14812,153265,1912,0,2017-08-29
1984,1,FASHION                  ,21  OFFICE BUILDINGS                        ,838,12,O6,53 WEST 36TH   STREET                    ,10018,0,17,17,5925,64300,1911,54000000,2016-10-27
1985,1,FASHION                  ,22  STORE BUILDINGS                         ,789,43,K2,558 7TH AVENUE                           ,10018,0,7,7,2469,7259,1925,0,2017-03-10
1986,1,FASHION                  ,22  STORE BUILDINGS                         ,789,43,K2,558 7TH AVENUE                           ,10018,0,7,7,2469,7259,1925,0,2017-01-05
1987,1,FASHION                  ,22  STORE BUILDINGS                         ,789,43,K2,558 7TH AVENUE                           ,10018,0,7,7,2469,7259,1925,0,2017-01-05
1988,1,FASHION                  ,22  STORE BUILDINGS                         ,830,44,K4,262 5 AVENUE                             ,10001,0,3,3,1942,9000,1905,0,2016-12-19
1989,1,FASHION                  ,22  STORE BUILDINGS                         ,831,59,K2,1214 BROADWAY                            ,10001,0,38,38,8150,38500,1929,0,2016-11-10
1990,1,FASHION                  ,22  STORE BUILDINGS                         ,831,61,K1,1212 BROADWAY                            ,10001,0,2,2,1880,3700,1929,0,2016-11-10
1991,1,FASHION                  ,23  LOFT BUILDINGS                          ,762,61,L1,338 WEST 39TH   STREET                   ,10018,0,12,12,4937,55473,1926,1161500,2017-07-21
1992,1,FASHION                  ,23  LOFT BUILDINGS                          ,785,75,L3,260 WEST 36TH   STREET                   ,10018,0,12,12,7266,81375,1907,5000000,2017-02-09
1993,1,FASHION                  ,23  LOFT BUILDINGS                          ,788,4,L1,580 8TH AVENUE                           ,10018,0,27,27,3331,72649,1928,0,2016-12-31
1994,1,FASHION                  ,23  LOFT BUILDINGS                          ,789,14,L1,251 WEST 39TH   STREET                   ,10018,0,0,0,7258,108025,1925,0,2016-12-31
1995,1,FASHION                  ,23  LOFT BUILDINGS                          ,805,39,L1,115-123 W 29TH                           ,10001,0,15,15,6994,79465,1913,220000,2016-12-19
1996,1,FASHION                  ,23  LOFT BUILDINGS                          ,805,39,L1,115-123 WEST 29TH                        ,10001,0,15,15,6994,79465,1913,0,2016-12-19
1997,1,FASHION                  ,25  LUXURY HOTELS                           ,760,18,H2,341 WEST 36TH   STREET                   ,10018,0,1,1,7406,81000,2007,105592700,2017-08-16
1998,1,FASHION                  ,25  LUXURY HOTELS                           ,762,67,H1,350 WEST 39TH   STREET                   ,10018,0,422,422,12344,150093,2017,0,2017-03-06
1999,1,FASHION                  ,25  LUXURY HOTELS                           ,806,76,H1,371 7 AVENUE                             ,10001,529,9,538,19011,473391,1929,212500000,2016-12-20
2000,1,FASHION                  ,25  LUXURY HOTELS                           ,837,6,H2,63-67 WEST 35TH STREET                   ,10001,0,1,1,7406,122859,2008,139657500,2016-12-05
2001,1,FASHION                  ,26  OTHER HOTELS                            ,833,49,H3,6 WEST 32ND STREET                       ,10001,0,9,9,4938,80185,1913,51000000,2017-08-30
2003,1,FASHION                  ,30  WAREHOUSES                              ,778,27,E1,223 WEST 28TH   STREET                   ,10001,0,2,2,2279,4554,1930,16540319,2016-12-29
2009,1,FASHION                  ,41  TAX CLASS 4 - OTHER                     ,755,9040,Z3,441 8 AVENUE                             ,10001,0,0,0,364000,1378125,1934,0,2017-06-12
2491,1,FINANCIAL                ,21  OFFICE BUILDINGS                        ,29,1,O4,85 BROAD STREET                          ,10004,0,1,1,42762,993570,1983,652000000,2017-05-24
2492,1,FINANCIAL                ,21  OFFICE BUILDINGS                        ,38,17,O4,88 PINE STREET                           ,10005,0,23,23,27600,566858,1973,3288000,2017-07-18
2493,1,FINANCIAL                ,21  OFFICE BUILDINGS                        ,40,3,O4,60 WALL STREET                           ,10005,0,1,1,53632,1617206,1987,1040000000,2017-01-24
2494,1,FINANCIAL                ,21  OFFICE BUILDINGS                        ,42,31,O4,80 MAIDEN LANE                           ,10038,0,52,52,20684,527605,1912,54052917,2017-08-25
2495,1,FINANCIAL                ,21  OFFICE BUILDINGS                        ,42,36,O5,90 MAIDEN LANE                           ,10038,0,4,4,6881,33529,1900,0,2017-08-25
2496,1,FINANCIAL                ,21  OFFICE BUILDINGS                        ,76,7,O5,27 CLIFF STREET                          ,10038,0,5,5,4782,21520,1948,12500000,2017-08-24
2497,1,FINANCIAL                ,22  STORE BUILDINGS                         ,63,1,K4,10 CORTLANDT STREET                      ,10007,0,4,4,6086,20750,1920,0,2017-09-15
2498,1,FINANCIAL                ,22  STORE BUILDINGS                         ,63,19,K2,177 BROADWAY                             ,10007,0,2,2,2486,14100,1920,0,2017-09-15
2499,1,FINANCIAL                ,22  STORE BUILDINGS                         ,63,20,K2,175 BROADWAY                             ,10007,0,2,2,2440,11859,1920,0,2017-09-15
2500,1,FINANCIAL                ,25  LUXURY HOTELS                           ,10,33,H2,8 STONE STREET                           ,10004,0,1,1,6834,143730,2007,0,2017-03-24
2501,1,FINANCIAL                ,25  LUXURY HOTELS                           ,52,8,H2,133 GREENWICH STREET                     ,10006,0,318,318,6109,130054,2014,203345000,2016-12-22
2502,1,FINANCIAL                ,26  OTHER HOTELS                            ,40,16,H3,52 WILLIAM STREET                        ,10005,0,2,2,6497,119467,1902,93550000,2017-01-09
2503,1,FINANCIAL                ,26  OTHER HOTELS                            ,78,20,H8,106 FULTON STREET                        ,10038,0,3,3,5646,74863,1900,51100000,2016-10-07
2523,1,FLATIRON                 ,08  RENTALS - ELEVATOR APARTMENTS           ,844,8,D6,9 EAST 16TH   STREET                     ,10003,15,1,16,4600,30680,1900,0,2017-01-30
2524,1,FLATIRON                 ,08  RENTALS - ELEVATOR APARTMENTS           ,844,8,D6,9 EAST 16TH   STREET                     ,10003,15,1,16,4600,30680,1900,489854,2017-01-27
2525,1,FLATIRON                 ,08  RENTALS - ELEVATOR APARTMENTS           ,844,8,D6,9 EAST 16TH   STREET                     ,10003,15,1,16,4600,30680,1900,576299,2017-01-27
2526,1,FLATIRON                 ,08  RENTALS - ELEVATOR APARTMENTS           ,844,8,D6,9 EAST 16TH   STREET                     ,10003,15,1,16,4600,30680,1900,0,2016-10-01
2938,1,FLATIRON                 ,14  RENTALS - 4-10 UNIT                     ,822,69,S4,52 WEST 21ST STREET                      ,10010,4,1,5,1392,5118,1910,6625000,2016-10-14
2958,1,FLATIRON                 ,21  OFFICE BUILDINGS                        ,819,17,O6,37-39 WEST 17TH STREET                   ,10011,0,13,13,4725,35000,1900,0,2017-08-11
2959,1,FLATIRON                 ,21  OFFICE BUILDINGS                        ,823,9,O5,53 WEST 21ST   STREET                    ,10010,2,6,8,4550,32000,1910,0,2017-08-11
2960,1,FLATIRON                 ,21  OFFICE BUILDINGS                        ,829,16,O6,31 WEST 27TH STREET                      ,10001,0,15,15,9876,106800,1910,126000000,2017-07-13
2961,1,FLATIRON                 ,21  OFFICE BUILDINGS                        ,829,45,O5,6 WEST 28TH   STREET                     ,10001,0,7,7,2472,8936,1915,0,2017-08-11
2962,1,FLATIRON                 ,21  OFFICE BUILDINGS                        ,842,42,O6,71 5 AVENUE                              ,10003,0,10,10,12250,132121,1907,0,2017-02-03
2963,1,FLATIRON                 ,21  OFFICE BUILDINGS                        ,848,50,O6,36 EAST 20TH STREET                      ,10003,0,8,8,3680,27446,1901,0,2016-12-31
2964,1,FLATIRON                 ,21  OFFICE BUILDINGS                        ,851,54,O6,30 EAST 23RD   STREET                    ,10010,0,9,9,2450,22512,1912,26500000,2016-11-21
2965,1,FLATIRON                 ,21  OFFICE BUILDINGS                        ,856,9,O4,11 EAST 26TH   STREET                    ,10010,0,35,35,11553,217991,1913,0,2017-01-27
2966,1,FLATIRON                 ,21  OFFICE BUILDINGS                        ,856,9,O4,11-13 EAST 26TH   STREET                 ,10010,0,35,35,11553,217991,1913,1159531,2016-12-20
2967,1,FLATIRON                 ,22  STORE BUILDINGS                         ,827,40,K2,204 5 AVENUE                             ,10010,0,1,1,2711,9798,1913,29500000,2017-01-11
2968,1,FLATIRON                 ,22  STORE BUILDINGS                         ,829,55,K4,1177 BROADWAY                            ,10001,0,3,3,2127,4432,1950,13500000,2017-04-24
2969,1,FLATIRON                 ,22  STORE BUILDINGS                         ,829,55,K4,1177 BROADWAY                            ,10001,0,3,3,2127,4432,1950,0,2017-04-24
2970,1,FLATIRON                 ,22  STORE BUILDINGS                         ,829,55,K4,1177 BROADWAY                            ,10001,0,3,3,2127,4432,1950,0,2016-10-23
2971,1,FLATIRON                 ,23  LOFT BUILDINGS                          ,829,46,L8,8 WEST 28TH   STREET                     ,10001,0,5,5,2472,9104,1915,0,2017-08-11
2972,1,FLATIRON                 ,23  LOFT BUILDINGS                          ,829,72,L9,52 WEST 28TH STREET                      ,10001,0,4,4,987,3780,1915,4650000,2017-05-22
2996,1,GRAMERCY                 ,02  TWO FAMILY DWELLINGS                    ,873,31,S2,141 EAST 17TH   STREET                   ,10003,2,1,3,2300,6720,1920,5300000,2017-08-03
2997,1,GRAMERCY                 ,02  TWO FAMILY DWELLINGS                    ,882,14,B3,119 EAST 26TH STREET                     ,10010,2,0,2,1407,3080,1910,3700000,2017-08-14
2998,1,GRAMERCY                 ,02  TWO FAMILY DWELLINGS                    ,899,38,B9,236 EAST 19TH STREET                     ,10003,2,0,2,1750,3880,1901,7350000,2016-11-09
2999,1,GRAMERCY                 ,02  TWO FAMILY DWELLINGS                    ,900,55,B1,204 EAST 20TH   STREET                   ,10003,2,0,2,1619,2520,1910,7000000,2017-04-14
